TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Jan,2023",01-01-2023,D,40,37100,52-55%,40,4,31,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,33.33,3,6,5%,0,1,1,100%,33.33,6,26
MONTHLY,"Mar,2024",01-03-2024,D,20,200390,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,100,13,88,100%,0,3,6
MONTHLY,"Mar,2024",01-03-2024,D,20,48700,52-55%,0,3,12,10%,0,1,5,50%,100,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,73.91,6,25,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,45,28200,52-55%,0,13,79,10%,0,1,15,50%,0,,,50%,0,,,10%,0,8,25,10%,0,7,35,5%,0,1,1,100%,0,12,62
MONTHLY,"Sep,2023",01-09-2023,D,20,201050,52-55%,20,11,55,10%,50,1,2,50%,50,,,50%,50,,,10%,0,1,1,10%,50,2,6,5%,0,1,1,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,20,50400,52-55%,20,11,55,10%,0,3,16,50%,100,,,50%,0,,,10%,0,1,1,10%,100,1,2,5%,66.67,12,65,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,45,115000,52-55%,0,13,59,10%,0,1,16,50%,0,,,50%,0,,,10%,0,1,1,10%,0,10,36,5%,0,1,1,100%,0,9,31
MONTHLY,"Nov,2023",01-11-2023,D,65,4600,52-55%,53.85,10,35,10%,0,2,15,50%,40,,,50%,60,,,10%,0,5,21,10%,20,3,11,5%,75,14,70,100%,90,2,11
MONTHLY,"Nov,2023",01-11-2023,D,65,41000,52-55%,61.54,9,27,10%,0,2,15,50%,69.23,,,50%,30.77,,,10%,7.69,3,14,10%,15.38,5,13,5%,27.78,2,4,100%,84.62,4,18
MONTHLY,"Apr,2023",01-04-2023,D,65,51900,52-55%,73.33,5,13,10%,9.09,2,12,50%,72.73,,,50%,27.27,,,10%,0,4,26,10%,9.09,5,19,5%,0,1,1,100%,45.45,6,27
MONTHLY,"Dec,2023",01-12-2023,D,55,4300,52-55%,72.73,6,16,10%,11.11,4,10,50%,11.11,,,50%,88.89,,,10%,0,4,21,10%,5.56,3,23,5%,84.44,9,64,100%,88.89,5,11
MONTHLY,"Feb,2024",01-02-2024,D,20,200570,52-55%,26.67,6,27,10%,0,1,12,50%,50,,,50%,50,,,10%,12.5,2,14,10%,25,2,9,5%,85.25,10,48,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,65,201110,52-55%,100,1,1,10%,0,3,13,50%,50,,,50%,50,,,10%,0,3,14,10%,0,10,41,5%,25,6,16,100%,50,8,32
MONTHLY,"Aug,2023",01-08-2023,D,65,8400,52-55%,50,10,35,10%,0,3,13,50%,92.31,,,50%,7.69,,,10%,0,3,14,10%,7.69,9,35,5%,20,4,11,100%,7.69,15,47
MONTHLY,"Sep,2023",01-09-2023,D,10,50800,52-55%,0,11,59,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,6,36,5%,100,12,72,100%,0,7,31
MONTHLY,"Dec,2023",01-12-2023,D,30,62200,52-55%,100,1,1,10%,0,3,14,50%,100,,,50%,0,,,10%,33.33,1,3,10%,0,2,27,5%,0,1,1,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,40,27600,52-55%,74.42,3,15,10%,0,1,14,50%,18.52,,,50%,81.48,,,10%,7.41,2,15,10%,3.7,3,26,5%,71.64,7,33,100%,92.59,2,6
MONTHLY,"Dec,2023",01-12-2023,D,40,201100,52-55%,14.29,10,50,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,21,10%,0,4,27,5%,57.14,1,8,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,40,200380,52-55%,57.14,5,32,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,21,10%,33.33,1,5,5%,92.86,12,79,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,200580,52-55%,71.43,3,20,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,68.75,7,61,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,200390,52-55%,16.67,10,50,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,100,12,85,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,201000,52-55%,50,5,37,10%,0,1,15,50%,80,,,50%,20,,,10%,0,2,21,10%,0,5,28,5%,80,8,75,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,201680,52-55%,0,11,52,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,80,8,75,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,40,201070,52-55%,50,6,37,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,21,10%,50,2,3,5%,66.67,9,59,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,40,200380,52-55%,100,1,1,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,21,10%,0,7,28,5%,69.23,10,62,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,60,45300,52-55%,26.67,11,56,10%,11.11,7,12,50%,22.22,,,50%,77.78,,,10%,11.11,3,10,10%,5.56,7,35,5%,33.33,2,12,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,35,52800,52-55%,0,6,52,10%,0,2,15,50%,0,,,50%,0,,,10%,0,1,21,10%,0,2,28,5%,75,8,70,100%,0,4,36
MONTHLY,"Oct,2023",01-10-2023,D,55,8600,52-55%,77.78,4,15,10%,0,6,16,50%,70,,,50%,30,,,10%,0,4,22,10%,0,5,42,5%,46.43,3,24,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,55,15400,52-55%,53.85,9,40,10%,20,2,7,50%,24.44,,,50%,75.56,,,10%,8.89,1,12,10%,6.67,3,33,5%,32.88,1,11,100%,91.11,4,12
MONTHLY,"Oct,2023",01-10-2023,D,55,138700,52-55%,68.09,7,23,10%,9.09,4,13,50%,51.95,,,50%,48.05,,,10%,3.9,3,21,10%,5.19,4,36,5%,48.42,5,30,100%,96.1,3,5
MONTHLY,"May,2023",01-05-2023,D,45,28150,52-55%,0,14,83,10%,0,1,19,50%,0,,,50%,0,,,10%,0,10,36,10%,0,8,46,5%,0,1,1,100%,0,13,66
MONTHLY,"Jan,2023",01-01-2023,D,55,200720,52-55%,75,1,11,10%,11.11,4,7,50%,0,,,50%,100,,,10%,11.11,3,13,10%,0,3,22,5%,0,1,1,100%,22.22,5,29
MONTHLY,"Jan,2023",01-01-2023,D,55,48400,52-55%,66.67,3,15,10%,25,1,3,50%,50,,,50%,50,,,10%,0,4,19,10%,0,3,22,5%,0,1,1,100%,0,7,36
MONTHLY,"Jan,2023",01-01-2023,D,30,201670,52-55%,100,1,1,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Jan,2023",01-01-2023,D,30,46700,52-55%,14.29,6,41,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Mar,2023",01-03-2023,D,60,129200,52-55%,43.75,10,35,10%,0,7,13,50%,62.5,,,50%,37.5,,,10%,0,5,21,10%,12.5,2,14,5%,0,1,1,100%,75,4,13
MONTHLY,"Mar,2023",01-03-2023,D,60,58600,52-55%,71.43,4,10,10%,0,7,13,50%,15.38,,,50%,84.62,,,10%,0,5,21,10%,0,3,22,5%,0,1,1,100%,92.31,3,4
MONTHLY,"Aug,2023",01-08-2023,D,20,200910,52-55%,100,1,1,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,100,1,3,5%,50,6,42,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,20,200540,52-55%,0,15,57,10%,0,2,13,50%,0,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,0,10,48
MONTHLY,"Aug,2023",01-08-2023,D,20,201510,52-55%,57.14,5,26,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,14.29,5,26,5%,0,1,1,100%,0,10,48
MONTHLY,"Oct,2023",01-10-2023,D,45,200740,52-55%,83.33,1,11,10%,0,1,16,50%,6.06,,,50%,93.94,,,10%,0,4,22,10%,0,11,42,5%,64.71,11,60,100%,90.91,3,13
MONTHLY,"Apr,2023",01-04-2023,T,110,,52-55%,40.5,9,,10%,0,5,,50%,30.25,,,50%,69.75,,,10%,6.72,4,,10%,9.24,4,,5%,0,1,,100%,74.79,1,
MONTHLY,"Oct,2023",01-10-2023,T,90,,52-55%,51.85,9,,10%,0.81,6,,50%,78.23,,,50%,21.77,,,10%,1.61,7,,10%,11.29,7,,5%,55.24,7,,100%,86.29,7,
MONTHLY,"Aug,2023",01-08-2023,D,20,200300,52-55%,50,8,35,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,35,52800,52-55%,0,5,41,10%,0,1,14,50%,0,,,50%,0,,,10%,0,3,17,10%,0,2,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Jul,2023",01-07-2023,D,45,10100,52-55%,54.55,8,33,10%,0,1,16,50%,88,,,50%,12,,,10%,4,6,20,10%,0,9,34,5%,33.33,11,28,100%,92,2,6
MONTHLY,"Jul,2023",01-07-2023,D,45,200150,52-55%,35.48,12,54,10%,0,1,16,50%,7.69,,,50%,92.31,,,10%,7.69,4,14,10%,23.08,4,10,5%,8.33,3,5,100%,92.31,1,5
MONTHLY,"Feb,2023",01-02-2023,D,30,200820,52-55%,33.33,4,33,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,0,1,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Feb,2023",01-02-2023,D,30,201670,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,0,1,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Jan,2023",01-01-2023,D,20,200190,52-55%,60,6,20,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,33.33,3,6,5%,0,1,1,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,20,200540,52-55%,33.33,9,36,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,7,22,5%,0,1,1,100%,0,9,36
MONTHLY,"Feb,2023",01-02-2023,D,30,201760,52-55%,50,3,27,10%,0,1,14,50%,66.67,,,50%,33.33,,,10%,0,2,17,10%,0,1,17,5%,0,1,1,100%,33.33,4,25
MONTHLY,"Jun,2023",01-06-2023,D,45,52100,52-55%,65.79,5,25,10%,0,1,15,50%,93.55,,,50%,6.45,,,10%,6.45,4,16,10%,0,7,35,5%,0,1,1,100%,96.77,2,2
MONTHLY,"Jun,2023",01-06-2023,D,45,30800,52-55%,58.82,7,38,10%,0,1,15,50%,82.35,,,50%,17.65,,,10%,0,8,25,10%,0,7,35,5%,33.33,5,11,100%,5.88,11,59
MONTHLY,"Jun,2023",01-06-2023,D,45,138100,52-55%,55.56,9,43,10%,0,1,15,50%,78.05,,,50%,21.95,,,10%,0,8,25,10%,12.2,5,19,5%,0,1,1,100%,63.41,7,27
MONTHLY,"Sep,2023",01-09-2023,D,20,200910,52-55%,50,4,39,10%,0,3,16,50%,66.67,,,50%,33.33,,,10%,0,1,1,10%,33.33,4,15,5%,33.33,4,22,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,20,200540,52-55%,0,14,59,10%,0,3,16,50%,0,,,50%,0,,,10%,0,1,1,10%,0,9,36,5%,0,1,1,100%,0,6,31
MONTHLY,"Sep,2023",01-09-2023,D,20,200830,52-55%,0,14,59,10%,0,3,16,50%,0,,,50%,0,,,10%,0,1,1,10%,0,9,36,5%,0,1,1,100%,0,6,31
MONTHLY,"Nov,2023",01-11-2023,D,65,29200,52-55%,100,1,1,10%,14.29,1,8,50%,64.29,,,50%,35.71,,,10%,7.14,4,15,10%,14.29,6,14,5%,44.74,5,10,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,65,51900,52-55%,46.15,11,39,10%,0,2,15,50%,75,,,50%,25,,,10%,0,5,21,10%,8.33,9,20,5%,68.75,11,61,100%,83.33,5,19
MONTHLY,"Nov,2023",01-11-2023,D,65,29800,52-55%,83.33,4,8,10%,0,2,15,50%,71.43,,,50%,28.57,,,10%,0,5,21,10%,0,10,28,5%,48,6,12,100%,85.71,3,16
MONTHLY,"Apr,2023",01-04-2023,D,65,200730,52-55%,52.63,9,36,10%,0,3,15,50%,33.33,,,50%,66.67,,,10%,0,4,26,10%,6.67,6,22,5%,0,1,1,100%,20,11,39
MONTHLY,"Apr,2023",01-04-2023,D,65,200850,52-55%,100,1,1,10%,0,3,15,50%,62.5,,,50%,37.5,,,10%,0,4,26,10%,0,7,28,5%,0,1,1,100%,37.5,7,31
MONTHLY,"Dec,2023",01-12-2023,D,55,201700,52-55%,83.33,2,7,10%,27.27,3,3,50%,36.36,,,50%,63.64,,,10%,0,4,21,10%,9.09,2,18,5%,80.95,8,55,100%,81.82,7,14
MONTHLY,"Feb,2024",01-02-2024,D,20,200390,52-55%,0,7,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,100,13,79,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,20,201000,52-55%,50,4,17,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,73.33,4,14,100%,50,4,14
MONTHLY,"Aug,2023",01-08-2023,D,65,201880,52-55%,37.5,13,47,10%,0,3,13,50%,66.67,,,50%,33.33,,,10%,0,3,14,10%,0,10,41,5%,0,1,1,100%,33.33,11,37
MONTHLY,"Aug,2023",01-08-2023,D,65,29200,52-55%,70,5,11,10%,0,3,13,50%,57.14,,,50%,42.86,,,10%,0,3,14,10%,0,10,41,5%,33.33,9,26,100%,42.86,10,35
MONTHLY,"Sep,2023",01-09-2023,D,10,11600,52-55%,87.5,1,4,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,6,36,5%,40,4,34,100%,88.89,2,8
MONTHLY,"Dec,2023",01-12-2023,D,30,200610,52-55%,40,6,40,10%,0,3,14,50%,50,,,50%,50,,,10%,0,3,21,10%,0,2,27,5%,50,3,5,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,30,201620,52-55%,70,2,18,10%,20,2,5,50%,50,,,50%,50,,,10%,0,3,21,10%,0,2,27,5%,85.71,6,67,100%,70,2,21
MONTHLY,"Dec,2023",01-12-2023,D,30,46700,52-55%,37.5,7,41,10%,25,1,4,50%,75,,,50%,25,,,10%,25,2,4,10%,0,2,27,5%,82.35,5,62,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,65,50300,52-55%,60,8,22,10%,0,3,13,50%,33.33,,,50%,66.67,,,10%,0,3,14,10%,0,10,41,5%,50,12,42,100%,0,16,48
MONTHLY,"Mar,2024",01-03-2024,D,55,29300,52-55%,100,1,1,10%,0,1,5,50%,100,,,50%,0,,,10%,0,3,7,10%,0,1,7,5%,94.74,9,86,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,40,50100,52-55%,20,8,40,10%,0,1,13,50%,50,,,50%,50,,,10%,0,4,19,10%,50,2,4,5%,0,1,1,100%,0,8,36
MONTHLY,"Apr,2023",01-04-2023,D,35,52800,52-55%,0,8,59,10%,0,2,15,50%,0,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,0,5,47
MONTHLY,"Apr,2023",01-04-2023,D,35,200690,52-55%,50,5,38,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,75,3,14
MONTHLY,"Apr,2023",01-04-2023,D,35,201560,52-55%,50,5,38,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,0,5,47
MONTHLY,"Nov,2023",01-11-2023,D,20,200940,52-55%,100,1,1,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,12.5,4,16,5%,90,11,82,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,46100,52-55%,0,11,52,10%,0,1,15,50%,0,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,100,12,85,100%,0,5,36
MONTHLY,"Nov,2023",01-11-2023,D,40,37100,52-55%,12.5,11,51,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,21,10%,0,7,28,5%,91.67,12,84,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,60,200320,52-55%,100,1,1,10%,25,1,2,50%,31.25,,,50%,68.75,,,10%,12.5,2,9,10%,12.5,2,22,5%,56.76,9,45,100%,62.5,8,28
MONTHLY,"Nov,2023",01-11-2023,D,55,8600,52-55%,76.92,6,14,10%,16.67,3,7,50%,41.67,,,50%,58.33,,,10%,0,6,21,10%,0,2,28,5%,52.5,1,18,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,55,29300,52-55%,25,10,47,10%,50,1,2,50%,100,,,50%,0,,,10%,0,6,21,10%,0,2,28,5%,82.35,10,77,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,50,8700,52-55%,26.32,10,52,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,6,36,5%,35.29,4,27,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,50,7100,52-55%,45.45,7,42,10%,0,1,16,50%,80,,,50%,20,,,10%,0,1,1,10%,0,6,36,5%,66.67,8,65,100%,60,5,22
MONTHLY,"Sep,2023",01-09-2023,D,50,200860,52-55%,9.09,11,58,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,6,36,5%,100,10,72,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,50,200290,52-55%,40,9,46,10%,0,1,16,50%,62.5,,,50%,37.5,,,10%,0,1,1,10%,0,6,36,5%,70,9,66,100%,87.5,3,9
MONTHLY,"Feb,2024",01-02-2024,D,35,200000,52-55%,0,5,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,2,19,10%,0,2,20,5%,90,6,66,100%,0,3,15
MONTHLY,"Feb,2024",01-02-2024,D,35,200990,52-55%,0,5,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,2,19,10%,0,2,20,5%,80,3,30,100%,0,3,15
MONTHLY,"Mar,2024",01-03-2024,D,30,62200,52-55%,0,2,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,50,2,2,100%,0,2,6
MONTHLY,"Mar,2024",01-03-2024,D,30,46700,52-55%,0,2,12,10%,0,1,5,50%,100,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,77.27,5,36,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,40,201070,52-55%,28.57,11,55,10%,0,1,16,50%,100,,,50%,0,,,10%,0,4,22,10%,0,9,42,5%,60,10,51,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,40,201840,52-55%,14.29,12,59,10%,0,1,16,50%,100,,,50%,0,,,10%,0,4,22,10%,0,9,42,5%,73.33,12,68,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,55,48400,52-55%,46.15,9,42,10%,12.5,4,10,50%,62.5,,,50%,37.5,,,10%,0,4,22,10%,0,3,34,5%,21.43,5,21,100%,0,7,55
MONTHLY,"Mar,2023",01-03-2023,D,50,200290,52-55%,53.85,2,27,10%,0,1,13,50%,36.36,,,50%,63.64,,,10%,0,6,21,10%,0,4,22,5%,0,1,1,100%,63.64,2,16
MONTHLY,"Jan,2024",01-01-2024,D,45,59200,52-55%,62.5,7,17,10%,0,1,14,50%,88.89,,,50%,11.11,,,10%,11.11,3,13,10%,11.11,6,17,5%,80,3,29,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,45,115000,52-55%,0,11,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,5,19,10%,0,8,26,5%,0,1,1,100%,0,7,19
MONTHLY,"May,2023",01-05-2023,D,55,4300,52-55%,52.17,8,46,10%,6.9,5,10,50%,6.9,,,50%,93.1,,,10%,0,7,36,10%,3.45,2,41,5%,0,1,1,100%,17.24,6,56
MONTHLY,"Feb,2024",01-02-2024,D,45,33300,52-55%,28.57,9,26,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,33.33,4,5,5%,75,2,15,100%,66.67,3,12
MONTHLY,"Feb,2024",01-02-2024,D,45,135100,52-55%,71.43,5,10,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,40,3,3,5%,81.82,5,36,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,45,52100,52-55%,72.73,4,9,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,20,6,10,5%,81.69,4,35,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,45,33300,52-55%,66.67,6,22,10%,0,1,14,50%,100,,,50%,0,,,10%,9.09,5,13,10%,0,9,27,5%,66.67,3,21,100%,81.82,6,14
MONTHLY,"Dec,2023",01-12-2023,D,45,135100,52-55%,28.57,12,44,10%,0,1,14,50%,100,,,50%,0,,,10%,0,7,21,10%,50,1,2,5%,55.56,2,7,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,45,16400,52-55%,79.41,3,11,10%,0,1,14,50%,42.86,,,50%,57.14,,,10%,10.71,3,11,10%,10.71,6,16,5%,81.33,9,57,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,20,50400,52-55%,0,13,53,10%,0,2,13,50%,0,,,50%,0,,,10%,0,5,21,10%,0,5,22,5%,0,1,1,100%,0,10,41
MONTHLY,"Mar,2023",01-03-2023,D,20,201680,52-55%,66.67,2,16,10%,0,2,13,50%,75,,,50%,25,,,10%,0,5,21,10%,25,3,7,5%,0,1,1,100%,0,10,41
MONTHLY,"Mar,2023",01-03-2023,D,40,201790,52-55%,42.86,6,36,10%,0,1,13,50%,0,,,50%,100,,,10%,33.33,1,4,10%,0,6,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,50,201590,52-55%,77.78,1,11,10%,0,1,15,50%,80,,,50%,20,,,10%,0,5,25,10%,6.67,5,29,5%,0,1,1,100%,86.67,2,9
MONTHLY,"Dec,2023",01-12-2023,D,65,136800,52-55%,87.5,2,5,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,21,10%,11.11,3,15,5%,77.78,13,47,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,65,56600,52-55%,62.5,9,27,10%,0,1,14,50%,46.15,,,50%,53.85,,,10%,7.69,1,14,10%,7.69,5,20,5%,77.08,11,44,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,65,200200,52-55%,64.29,8,25,10%,0,1,14,50%,90.91,,,50%,9.09,,,10%,0,3,21,10%,9.09,4,18,5%,61.54,4,14,100%,81.82,6,14
MONTHLY,"Dec,2023",01-12-2023,D,65,118300,52-55%,0,13,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,3,21,10%,0,7,27,5%,0,1,1,100%,0,12,28
MONTHLY,"Dec,2023",01-12-2023,D,65,200850,52-55%,0,13,52,10%,0,1,14,50%,0,,,50%,100,,,10%,0,3,21,10%,0,7,27,5%,83.33,17,63,100%,50,10,25
MONTHLY,"Dec,2023",01-12-2023,D,35,52800,52-55%,50,4,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,21,10%,0,3,27,5%,100,10,80,100%,0,3,28
MONTHLY,"Dec,2023",01-12-2023,D,35,200990,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,21,10%,0,3,27,5%,100,10,80,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,35,36700,52-55%,60,3,29,10%,0,1,14,50%,33.33,,,50%,66.67,,,10%,0,3,21,10%,11.11,2,15,5%,80,4,52,100%,77.78,2,17
MONTHLY,"Dec,2023",01-12-2023,D,35,59100,52-55%,0,8,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,3,21,10%,0,3,27,5%,50,1,5,100%,0,3,28
MONTHLY,"Feb,2024",01-02-2024,D,30,200820,52-55%,0,6,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,2,19,10%,0,1,20,5%,0,1,1,100%,0,3,15
MONTHLY,"Feb,2024",01-02-2024,D,30,201760,52-55%,0,6,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,2,19,10%,0,1,20,5%,90.91,9,67,100%,0,3,15
MONTHLY,"Mar,2023",01-03-2023,D,45,10100,52-55%,77.78,1,6,10%,0,1,13,50%,70.83,,,50%,29.17,,,10%,4.17,6,19,10%,8.33,8,17,5%,0,1,1,100%,79.17,2,9
MONTHLY,"Mar,2023",01-03-2023,D,45,135100,52-55%,40,9,38,10%,0,1,13,50%,100,,,50%,0,,,10%,0,7,21,10%,50,2,3,5%,0,1,1,100%,50,6,21
MONTHLY,"Mar,2023",01-03-2023,D,45,51300,52-55%,50,8,30,10%,0,1,13,50%,72.73,,,50%,27.27,,,10%,9.09,3,14,10%,0,10,22,5%,0,1,1,100%,27.27,8,30
MONTHLY,"Jul,2023",01-07-2023,D,40,201070,52-55%,30.77,11,57,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,8,34,5%,0,1,1,100%,50,8,30
MONTHLY,"Jul,2023",01-07-2023,D,40,40800,52-55%,66.67,1,14,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,15.38,5,17,5%,40,6,31,100%,38.46,10,35
MONTHLY,"Jun,2023",01-06-2023,D,55,4300,52-55%,78.57,3,10,10%,0,7,15,50%,28.57,,,50%,71.43,,,10%,0,5,25,10%,3.57,1,31,5%,9.09,2,5,100%,32.14,6,43
MONTHLY,"Dec,2023",01-12-2023,D,60,4100,52-55%,75,4,14,10%,17.86,3,7,50%,32.14,,,50%,67.86,,,10%,0,6,21,10%,0,4,27,5%,80.88,10,54,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,60,45300,52-55%,80,3,10,10%,11.11,5,10,50%,22.22,,,50%,77.78,,,10%,11.11,1,9,10%,0,6,28,5%,53.85,3,21,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,40,201780,52-55%,66.67,3,11,10%,0,1,12,50%,33.33,,,50%,66.67,,,10%,0,6,19,10%,0,4,20,5%,80,4,30,100%,100,1,1
